cover_text,url,id
"【SHIELD 酷熱貼】一機享受冷熱真功敷 | 全球首創、台灣製造
13,083%
NT$ 13,083,169
person
6,079
人
集資成功",https://www.zeczec.com/projects/Aurai-Shield,Aurai-Shield
"《寶島上菜：中萬華篇》募資出版計畫
558%
NT$ 558,900
person
106
人
集資成功",https://www.zeczec.com/projects/yummyformosa-middlewanhua,yummyformosa-middlewanhua
"白沙屯媽祖北港進香，朝聖必備 獨家專利【ZELUZ涼感披風帽巾】【拱天宮官方授權 110-024】
115%
NT$ 115,729
person
101
人
集資成功",https://www.zeczec.com/projects/zeluz-design,zeluz-design
"小三杯｜小A辣的秘密武器，讓男人爽上天
137%
NT$ 413,393
person
112
人
集資成功",https://www.zeczec.com/projects/little3cup,little3cup
"TIFG日本製焚火台 | 耐重鋼板不變形，收納厚度不到1公分，營火野炊職人逸品 · TakiBeIta焚火台
21,066%
NT$ 2,106,651
person
560
人
集資成功",https://www.zeczec.com/projects/tifg-takibeita,tifg-takibeita
"餘溫人聲樂團 <生命起「原」．回到原點> 小型演唱會募資計畫
103%
NT$ 51,863
person
19
人
集資成功",https://www.zeczec.com/projects/yuwen,yuwen
"【 AISION DESIGN 機械腕錶| 設計 x 工藝】365天的時尚品味，突破傳統顯示的腕錶
126%
NT$ 37,800
person
3
人
集資成功",https://www.zeczec.com/projects/aision-design-x-365,aision-design-x-365
"CROSSPACE 純鈦經典保溫瓶｜99%純鈦打造，129g輕量不卡垢，SGS認證每一口都純淨！
2,604%
NT$ 2,604,821
person
739
人
集資成功",https://www.zeczec.com/projects/crosspace,crosspace
"輪子出走旅行團｜義賣募資，讓「脊髓損傷」的傷友也能像普通人，體會一次夏日旅行！
109%
NT$ 328,300
person
140
人
集資成功",https://www.zeczec.com/projects/wheelchairjourney,wheelchairjourney
"【DIVCHATA POWER】Help Ukraine NOW 烏克蘭女力在台灣
1,806%
NT$ 1,806,948
person
495
人
集資成功",https://www.zeczec.com/projects/divchatapower,divchatapower
"旺福WONFU第十張創作專輯《你好我好大家好》實體募資計畫
322%
NT$ 644,108
person
782
人
集資成功",https://www.zeczec.com/projects/wonfu,wonfu
"《珠寶設計原創繪本》台灣珠寶教育史上的第一本
157%
NT$ 472,376
person
199
人
集資成功",https://www.zeczec.com/projects/jart,jart
"《摸魚》派對遊戲，三秒上手，摸魚摸到快樂似神仙！
2,031%
NT$ 1,015,902
person
409
人
集資成功",https://www.zeczec.com/projects/mr-spring-lazy-fish,mr-spring-lazy-fish
"讓你通通舒暢的貼片【通通貼】兼具專利、環保、設計與舒適
998%
NT$ 499,496
person
336
人
集資成功",https://www.zeczec.com/projects/TongTongPatch,TongTongPatch
"貫徹傳統 終將滅亡，跨領域是數位轉型的新思維--【跨領域的先鋒】出版計畫
118%
NT$ 23,600
person
20
人
集資成功",https://www.zeczec.com/projects/FansView,FansView
"【 曳引月｜核心訓練坐墊 】專業物理治療師推薦，你的核心肌群新生活！
645%
NT$ 645,002
person
531
人
集資成功",https://www.zeczec.com/projects/zealous-lunar-pad,zealous-lunar-pad
"Body Goals 高纖營養輕食餐｜滿滿的蛋白質｜理想輕纖生活｜百卡營養十秒上桌
1,867%
NT$ 1,867,731
person
1,005
人
集資成功",https://www.zeczec.com/projects/body-goals-highfibersoup,body-goals-highfibersoup
"TOSHIBA 藍牙經典黑膠唱機｜這就是你要的！好上手、好入手
2,491%
NT$ 2,491,080
person
328
人
集資成功",https://www.zeczec.com/projects/TOSHIBA_TY-LP221,TOSHIBA_TY-LP221
"MUFU V30P 好神機｜前後雙錄機車行車記錄器｜內建違規偵測語音播報提醒功能幫你『省荷包』
10,485%
NT$ 10,485,711
person
2,127
人
集資成功",https://www.zeczec.com/projects/mufu-v30p,mufu-v30p
"Go.Do.Be.Live! | 九型探索 Discover Your Type | 九種原型人格探索指南 by Annie Ivanova
132%
NT$ 265,916
person
171
人
集資成功",https://www.zeczec.com/projects/discover-your-type,discover-your-type
"《247 Catcher》｜ 最全面的【抓寶 & 打團】輔助道具
2,585%
NT$ 2,585,227
person
1,231
人
集資成功",https://www.zeczec.com/projects/PF-247catcher,PF-247catcher
"【 OTUS 奧特視｜視力訓練智慧眼鏡 2 】眼部訓練全新升級，智慧管理輕鬆保持好視力。
3,264%
NT$ 3,264,261
person
293
人
集資成功",https://www.zeczec.com/projects/otus-2,otus-2
"【降雨機率】世新大學圖文傳播暨數位出版學系第二十八屆畢業展
169%
NT$ 10,150
person
18
人
集資成功",https://www.zeczec.com/projects/POP_GCDP,POP_GCDP
"《日下前與你》｜中國文化大學107級畢業製作 劇情片 群眾募資
263%
NT$ 26,376
person
28
人
集資成功",https://www.zeczec.com/projects/loveonce,loveonce
"夢遊的人Dennis in Wonderland - Live session
101%
NT$ 507,922
person
342
人
集資成功",https://www.zeczec.com/projects/Dennis_in_Wonderland,Dennis_in_Wonderland
"母女騎三輪車為全台「愛心冰箱」補貨｜邀您一起，分享食物分享愛
133%
NT$ 93,100
person
93
人
集資成功",https://www.zeczec.com/projects/friendly-fridges,friendly-fridges
"《躲貓貓》｜淡江大傳36屆畢業製作後期計畫
110%
NT$ 82,700
person
20
人
集資成功",https://www.zeczec.com/projects/phianngina_studio,phianngina_studio
"｜下課後不是只有安親班｜《課後：共學讓我不一樣》新書出版計畫
363%
NT$ 36,320
person
65
人
集資成功",https://www.zeczec.com/projects/mira-olive,mira-olive
"《SELF》 JC 生命藝術分享展
551%
NT$ 110,200
person
59
人
集資成功",https://www.zeczec.com/projects/jc-self-2022,jc-self-2022
"「綻火祭FIRESTIVAL」 : 火舞表演 X 市集 X 街頭藝人 X 社團展演
102%
NT$ 20,550
person
14
人
集資成功",https://www.zeczec.com/projects/firestival,firestival
"見證【紅光の奇蹟】科技養護! 顛覆你幫毛孩的保健方式: OPet黑寵光呵護儀
705%
NT$ 705,300
person
80
人
集資成功",https://www.zeczec.com/projects/opet,opet
"《世紀今日》十二冊書+有聲書｜看見366位中外名人改變世界的重要時刻，找到人生的方向
793%
NT$ 2,776,030
person
1,018
人
集資成功",https://www.zeczec.com/projects/grimmpress,grimmpress
"【DIANBOPOPO】電波澎澎彈力蛋白粉
8,017%
NT$ 8,017,735
person
398
人
集資成功",https://www.zeczec.com/projects/dianbo-po-po,dianbo-po-po
"《少年》原聲大碟、精裝海報群眾集資計劃
121%
NT$ 363,533
person
126
人
集資成功",https://www.zeczec.com/projects/mayyoustayforveryounghk,mayyoustayforveryounghk
"世新大學廣電系第28屆畢業成果展 《A spot》 募資計畫
104%
NT$ 52,190
person
79
人
集資成功",https://www.zeczec.com/projects/A-spot-28,A-spot-28
"【  KAKERU 丨 316不鏽鋼專利長把便當盒 】  - 一拍即闔, 簡單不費力; 一撥即開,省時又省力
109%
NT$ 22,079
person
21
人
集資成功",https://www.zeczec.com/projects/kakeru-316,kakeru-316
"《極M!鏟屎車》組合式盒玩｜身為合格的鏟屎官，必須要擁有的『酷東西』
361%
NT$ 180,522
person
66
人
集資成功",https://www.zeczec.com/projects/ultra-tiger-toys,ultra-tiger-toys
"Baby Cover 寶寶護罩 | 早產兒母親100%手工縫製，一同守護寶貝的外出安全
101%
NT$ 10,182
person
19
人
集資成功",https://www.zeczec.com/projects/baby-cover,baby-cover
"夢多 大谷主水 2022夢想盃｜健身健美夢想殿堂，打造完美健康生活！
102%
NT$ 612,866
person
67
人
集資成功",https://www.zeczec.com/projects/mondo-dreamcup-2022,mondo-dreamcup-2022
"【 Decode 異次元後背包 】 自由解構空間、彈性分層收納的創新超強機能包！
6,148%
NT$ 3,074,150
person
1,020
人
集資成功",https://www.zeczec.com/projects/decode,decode
"迎神入厝！超守護系 KURORO 分身！T-bone 水泥匠藝系列
638%
NT$ 319,107
person
63
人
集資成功",https://www.zeczec.com/projects/tbone-Kuroro,tbone-Kuroro
"LINE FRIENDS YODA 寶貝好食兜 ｜3D設計食物不漏接，日本原料，台灣製造
494%
NT$ 494,792
person
367
人
集資成功",https://www.zeczec.com/projects/yoda-linefriends,yoda-linefriends
"GMR AI智能消噪器｜耳機的救星『改善通話品質與優化音質神器』
104%
NT$ 104,298
person
55
人
集資成功",https://www.zeczec.com/projects/GMR-AI-Adapter,GMR-AI-Adapter
"樂樂 · 無敵 BESTA 樂齡機 ▍全方位娛樂機 ✦ 123簡單照顧家中的長者
108%
NT$ 108,300
person
13
人
集資成功",https://www.zeczec.com/projects/bestainventec,bestainventec
"ATOLL 快轉機身環 | 最靈活的相機角度調整配件
1,113%
NT$ 1,113,060
person
485
人
集資成功",https://www.zeczec.com/projects/atoll,atoll
"PUC CUP我的隨身環保折疊杯｜韓國質感製造，輕便好攜帶，有效減少一次性杯子使用！
300%
NT$ 90,105
person
122
人
集資成功",https://www.zeczec.com/projects/puc-cup,puc-cup
"送一座「科普書庫」到偏鄉教室！ 每個孩子都該擁有｢我的書｣
676%
NT$ 676,667
person
111
人
集資成功",https://www.zeczec.com/projects/newtonkids2022,newtonkids2022
"SOCS多功能皂護架-為用皂者而生，還你純淨美麗浴廁空間
122%
NT$ 122,910
person
58
人
集資成功",https://www.zeczec.com/projects/socs,socs
"戰古人：黃昏時不要打開課本
238%
NT$ 119,210
person
64
人
集資成功",https://www.zeczec.com/projects/call-of-ancient-fighters,call-of-ancient-fighters
"【 玩 GO ＿永續包 】3段容量擴充搭配首創袋蓋變身飲料袋設計輕鬆走向減塑生活
169%
NT$ 169,170
person
78
人
集資成功",https://www.zeczec.com/projects/playgo3,playgo3
"默默守護山徑的匠人 | 台灣「榮譽步道師」計畫
108%
NT$ 542,100
person
212
人
集資成功",https://www.zeczec.com/projects/tmitrail,tmitrail
"【 Revopoint POP 2/MINI｜攜帶式 3D 高精度掃描儀 】個人化掃描建模精度再進化，逆向工程王者專業版卡位來襲！
13,055%
NT$ 13,055,229
person
1,159
人
集資成功",https://www.zeczec.com/projects/revopoint-pop-2,revopoint-pop-2
"葉鈺渟《愛的路途》首張 EP 募資計畫｜收錄電影《愛別離苦》插曲及片尾曲
123%
NT$ 185,781
person
108
人
集資成功",https://www.zeczec.com/projects/theloveroad,theloveroad
"Sealito T2 無線∞輕巧真空保鮮機｜一鍵真空封口，鎖住新鮮美味！
12,081%
NT$ 12,081,811
person
4,531
人
集資成功",https://www.zeczec.com/projects/sealito-t2,sealito-t2
"CaLa咖樂鞋｜台灣研發遠紅外線休閒鞋，不只舒適減壓防潑水，更讓你新陳代謝有感覺!
168%
NT$ 84,150
person
47
人
集資成功",https://www.zeczec.com/projects/calashoe,calashoe
"《盲盲遇見你》世新大學28屆畢業製作短片後期計畫✈️ | 盲旅×交友×實境 |
150%
NT$ 45,240
person
40
人
集資成功",https://www.zeczec.com/projects/once_encounter,once_encounter
"無限再製盆栽 ｜閒置水泥塊循環再利用，搖身變成質感盆栽，化身工匠製作專屬生活用品，用拼板模具玩創藝
186%
NT$ 93,118
person
113
人
集資成功",https://www.zeczec.com/projects/GoodYouPlant,GoodYouPlant
"倍菌滅｜深紫外線淨菌儀＊UVC光界愛馬仕，手持式最高能源！瞬間除菌99.8%，極輕巧21g！免充電！
437%
NT$ 437,801
person
171
人
集資成功",https://www.zeczec.com/projects/pocketdigiwipe,pocketdigiwipe
"Betery運動機能蛋白棒｜為3種運動類型打造的專屬營養，解決你運動前沒時間吃、怎麼吃的問題
400%
NT$ 200,244
person
84
人
集資成功",https://www.zeczec.com/projects/betery,betery
"世新大學廣電系｜第 28 屆畢業製作 《素色系》首張同名專輯預購！
332%
NT$ 33,216
person
58
人
集資成功",https://www.zeczec.com/projects/sosexyband,sosexyband
"日本∙富士火山岩 ❮ 98%抗菌機能長T｜3季皆可穿 ❯奈米科技_功能9in1 ＃日常 ＃爬山 ＃睡眠＃工作
2,196%
NT$ 219,640
person
134
人
集資成功",https://www.zeczec.com/projects/volcano_9in1,volcano_9in1
"《在句點之前 Dot+ing》淡江大學資訊傳播學系 · 畢業成果展｜募資計畫
125%
NT$ 6,250
person
12
人
集資成功",https://www.zeczec.com/projects/dot-ing,dot-ing
"當童話角色不再屬於故事，暗黑系卡牌桌遊《反轉寓言》
1,089%
NT$ 1,089,310
person
307
人
集資成功",https://www.zeczec.com/projects/twisted-fables,twisted-fables
"日月星辰沉香精油︱首創『七日七神七玉』正能量好運沉香精油來襲，快來找尋你的命定日，把玉石、神話、星辰一起隨身帶著走！
813%
NT$ 406,762
person
60
人
集資成功",https://www.zeczec.com/projects/ri-yue-xing-chen,ri-yue-xing-chen
"Smio.V 美妍小 V ✦ 4 in 1 溫冷緊緻按摩儀，在家就能享受的頂級 SPA 舒壓保養！
8,716%
NT$ 8,716,257
person
3,383
人
集資成功",https://www.zeczec.com/projects/lisscode-smio-v,lisscode-smio-v
"【Arpha 3D 人臉辨識智慧電子鎖 🔓 】🔥限時優惠倒數🔥 8in1開鎖，貓眼監控、台灣伺服器、遠端APP，時尚科技生活，就從家門開始！
16,109%
NT$ 16,109,776
person
1,178
人
集資成功",https://www.zeczec.com/projects/arpha-3d,arpha-3d
"JNA BP-401 快取郵差包 : 磁吸快取、創新收納設計，3 種容量擴充方式，跨肩背/側肩背都有型！
6,000%
NT$ 6,000,274
person
1,848
人
集資成功",https://www.zeczec.com/projects/jna-bp-401,jna-bp-401
"蓋廟特急｜開箱土地公王新家，🔧虎爺監工日記，香民大德邊蓋邊募！
837%
NT$ 8,379,005
person
2,070
人
集資成功",https://www.zeczec.com/projects/tudigong3,tudigong3
"戲在富里 逐夢星辰｜偏鄉服務計畫，戲劇藝術推廣
149%
NT$ 74,800
person
33
人
集資成功",https://www.zeczec.com/projects/loochy,loochy
"【 iRocks | K59M分離式人體工學機械鍵盤】玩轉你的桌面空間， 顛覆你對鍵盤的想像!!
1,037%
NT$ 1,037,140
person
205
人
集資成功",https://www.zeczec.com/projects/irocks-k59m,irocks-k59m
"【眼舒適 零束縛眼罩】去去亮光走｜淺眠怕光者的遮光神器，首創黏貼式眼罩！
801%
NT$ 801,837
person
547
人
集資成功",https://www.zeczec.com/projects/comfort-eyemask,comfort-eyemask
"【桌遊藍圖卡｜一起用桌遊翻轉教育】用 54 張卡牌創造心目中最理想的桌遊
742%
NT$ 593,830
person
400
人
集資成功",https://www.zeczec.com/projects/boardgamedesign2,boardgamedesign2
"印花樂Ｘ周慕姿心理師《口袋裡的心理師》自我對話牌卡組
4,894%
NT$ 4,894,732
person
3,275
人
集資成功",https://www.zeczec.com/projects/inblooom_therapycards,inblooom_therapycards
"咱來kā台語牌仔送到幼稚園！
185%
NT$ 556,351
person
206
人
集資成功",https://www.zeczec.com/projects/taigi_pai-a,taigi_pai-a
"【CROCO 可可】鱷魚公仔 - 不要把頭丟進去！
105%
NT$ 12,630
person
5
人
集資成功",https://www.zeczec.com/projects/croco,croco
"MoonSun海邊生活風格複合式商店-SurfAce高雄旗艦店
284%
NT$ 284,000
person
37
人
集資成功",https://www.zeczec.com/projects/MoonSun-boutique,MoonSun-boutique
"與台灣新創珠寶設計師無限綺行 ∞ 孕育珠寶設計師概念到商品化的加速器
111%
NT$ 44,696
person
15
人
集資成功",https://www.zeczec.com/projects/DvitawithJewelryofinfinity,DvitawithJewelryofinfinity
"SPACEPORT 太空港｜全球第一個綠電演唱會｜一張票種下一棵樹｜TRASH X 王ADEN
168%
NT$ 168,129
person
169
人
集資成功",https://www.zeczec.com/projects/spaceport-mercury-landing,spaceport-mercury-landing
"【玩印ONE-ING】在家就能製版印刷的微型絹印曬版機，結合感光製版與印刷台，讓你即刻擁有自己的印花
936%
NT$ 936,011
person
232
人
集資成功",https://www.zeczec.com/projects/one-ing,one-ing
"【收納革命】カチッと喀喀衣櫥│史上最強收納衣櫥 │搬家再也不用小幫手，說搬就搬讓你幸福跟著走
843%
NT$ 1,686,750
person
227
人
集資成功",https://www.zeczec.com/projects/cacacloset2022,cacacloset2022
"【純鈦鯨魚保溫冰霸杯】獨家5大跨國專利 StrawInside™ 吸管藏起來，病毒說bye² ｜2.0手提把設計，贈純鈦粗吸管＆雙吸管蓋
7,788%
NT$ 7,788,140
person
2,685
人
集資成功",https://www.zeczec.com/projects/tikobo_titanium-whale-tumbler,tikobo_titanium-whale-tumbler
"整骨美體內褲NEO+ 日本 大人氣柔道整復師 開發監製
664%
NT$ 664,765
person
284
人
集資成功",https://www.zeczec.com/projects/neoplus,neoplus
"【Vtuber嗚夫沃夫】3D化&LIVE演唱會：實現登上舞台計畫！【虛擬Youtuber】
127%
NT$ 382,520
person
152
人
集資成功",https://www.zeczec.com/projects/woofwoofle-3Dproject,woofwoofle-3Dproject
"【 OhTeavor ｜ Any Tea Flavor — 北歐風三合一濾茶杯組 玩味泡茶體驗 從此再沒苦茶！】
1,150%
NT$ 115,041
person
83
人
集資成功",https://www.zeczec.com/projects/ohteavor,ohteavor
"蔣府宴｜隱藏版菜色 | 戀眷牛肉麵–一嚐眷村時代的古樸風韻 | 繁複工法熬出濃厚牛骨原汁湯頭
381%
NT$ 114,478
person
74
人
集資成功",https://www.zeczec.com/projects/chiangfuyannoodle,chiangfuyannoodle
"V'COR 秘膜保養專家｜頂級植萃養護醫師研發，醫美級寵愛私密肌
215%
NT$ 107,730
person
63
人
集資成功",https://www.zeczec.com/projects/v-cor,v-cor
"《own 一個人生活》｜ 一本陪你擁有自己的雜誌
224%
NT$ 134,648
person
177
人
集資成功",https://www.zeczec.com/projects/own,own
"《暈の實驗所》戀愛實境節目｜世新大學廣電系 非戲劇節目 畢業製作
101%
NT$ 50,649
person
45
人
集資成功",https://www.zeczec.com/projects/SHUqqlab,SHUqqlab
"《台北市立棒球場》第三季募資計畫
147%
NT$ 466,576
person
363
人
集資成功",https://www.zeczec.com/projects/tmbs-s3,tmbs-s3
"【 凜系列 / 0° collection 】重啟 80 年代經典腕錶，首創雙向配戴設計
120%
NT$ 481,040
person
114
人
集資成功",https://www.zeczec.com/projects/collection-0,collection-0
"《我的流行音樂病》這本書，寫給同樣等過A面第一首的你
208%
NT$ 208,965
person
178
人
集資成功",https://www.zeczec.com/projects/wfm-book,wfm-book
"【充電救星｜Smart Badge】一款帶充電線功能的證件套，讓你的辦公生活更有效率！
170%
NT$ 170,480
person
173
人
集資成功",https://www.zeczec.com/projects/lexfun-SmartBadge,lexfun-SmartBadge
"雲朵內衣・來自內衣的擁抱・擁抱你的身體 | 美不是只有一種標準，各身形都能有舒適感受
283%
NT$ 476,080
person
266
人
集資成功",https://www.zeczec.com/projects/noode-hugmesoftly,noode-hugmesoftly
"AIOTO GO - 台灣首創 100%全無線 4G LTE 太陽能智慧戶外攝影機，戶外遠端監控的革命創新 !
221%
NT$ 177,343
person
21
人
集資成功",https://www.zeczec.com/projects/AIOTO,AIOTO
"Herb City Pro 香草城市 進階版｜懶人首選一鍵澆水 極簡木紋 時尚球型盆栽
3,531%
NT$ 313,891
person
182
人
集資成功",https://www.zeczec.com/projects/herb-city-pro,herb-city-pro
"POWER GUARD 嗶嗶延長線｜全新準好拔，偵測電流，守衛你的居家用電安全
5,669%
NT$ 5,669,785
person
2,356
人
集資成功",https://www.zeczec.com/projects/elevonBEEPBEEP,elevonBEEPBEEP
"Petite 波提指甲剪 | 日本職人百年工藝純手工鍛造，讓剪指甲變成日常感動 | SUWADA 諏訪田製作所
6,638%
NT$ 6,638,401
person
3,302
人
集資成功",https://www.zeczec.com/projects/suwada-petite,suwada-petite
"【ONEmade】13 in 1 SSD多功能擴充盒|打造一應俱全的超強工作站
667%
NT$ 667,422
person
163
人
集資成功",https://www.zeczec.com/projects/onemade-13-in-1-ssd,onemade-13-in-1-ssd
"讓我們一起慢慢感受世界｜《快一點！》繪本出版計劃
112%
NT$ 89,846
person
89
人
集資成功",https://www.zeczec.com/projects/hurryup,hurryup
"▍bookNOTA 速咔筆記 WORK ▍全能型磁吸筆記本 ❙ 解放靈感、條理記事 ❙ 感受前所未有的筆記自由！
2,905%
NT$ 2,905,490
person
871
人
集資成功",https://www.zeczec.com/projects/bookNOTA-WORK,bookNOTA-WORK
"加倍「罩」你！3Zebra雙層氣壓按摩眼罩｜不只是眼罩，前所未有的深度眼周按摩體驗！
13,540%
NT$ 6,770,328
person
2,824
人
集資成功",https://www.zeczec.com/projects/EYE3zebra,EYE3zebra
"HYBRO H500 超級電動螺絲起子 | 韓國製 、 起子界的專家
5,098%
NT$ 1,529,621
person
1,029
人
集資成功",https://www.zeczec.com/projects/hybro-h500,hybro-h500
"【日本官方授權│鬼滅之刃背包】禰豆子&炭治郎強勢登場，金牌專利🔥 4合1再升級，10秒轉換後背、手提、收納！
139%
NT$ 139,138
person
65
人
集資成功",https://www.zeczec.com/projects/deya-Kimetsu,deya-Kimetsu
"一甩即乾機能長版風衣｜外表顏值高內在更有料！
1,372%
NT$ 274,480
person
72
人
集資成功",https://www.zeczec.com/projects/longtrenchcoat,longtrenchcoat
"【全球首創】台灣好神卡｜你也可以為自己點亮人生的方向
929%
NT$ 929,245
person
632
人
集資成功",https://www.zeczec.com/projects/taiwan_hao_shen,taiwan_hao_shen
"《little me, little trip 北歐一人旅日記》新書募資計畫
298%
NT$ 1,494,175
person
1,682
人
集資成功",https://www.zeczec.com/projects/little_me_little_trip,little_me_little_trip
"《少女莎草紙》｜緊蘿蜜股的七日假期❤
8,935%
NT$ 2,680,723
person
2,270
人
集資成功",https://www.zeczec.com/projects/papyrus,papyrus
"ANTSLIT 史上最小獨一無二的螢幕掛燈，專為筆記型電腦而生，專屬你的光明燈
1,382%
NT$ 691,425
person
386
人
集資成功",https://www.zeczec.com/projects/antslit,antslit
"空氣淨化蛋3.0｜免電力也能蛋生好空氣！小邊角的空氣淨化大使．大口深呼吸讓生活無所味懼
119%
NT$ 143,480
person
86
人
集資成功",https://www.zeczec.com/projects/airpurificationegg3,airpurificationegg3
"輕風鞋｜全新帆布鞋革命｜顛覆厚重，展現輕盈
7,264%
NT$ 871,735
person
326
人
集資成功",https://www.zeczec.com/projects/hana_lightshoes,hana_lightshoes
"STEAM創新智力開發玩具 -《用無線遙控積木玩出 72 種有趣的動力組合》
3,302%
NT$ 330,200
person
123
人
集資成功",https://www.zeczec.com/projects/steam-72,steam-72
"6998夢想啟航──逐夢休士頓 | 高中生FRC機器人競賽
134%
NT$ 161,300
person
53
人
集資成功",https://www.zeczec.com/projects/frc6998team,frc6998team
"✺【新春吃大桔、探大吉】✺ 嚴選茂谷柑，極品中的極品。堪比日本蜜柑的臻品， 今年靠它博柑情、探大桔。
102%
NT$ 17,300
person
21
人
集資成功",https://www.zeczec.com/projects/fruitdesire,fruitdesire
"【🇹🇼 MIT製造，一件潮到搭得起西裝的運動衣】｜最有設計感的運動衣🔥 健身房切換信義區只需1件｜快乾、高彈、高磅磨毛、運動防激凸
105%
NT$ 105,000
person
42
人
集資成功",https://www.zeczec.com/projects/rtroutine,rtroutine
"Science x Life 科學人生 偏鄉小學服務計畫
157%
NT$ 15,700
person
12
人
集資成功",https://www.zeczec.com/projects/science-x-life,science-x-life
"多功能超輕量攝影登山杖 | 登山杖、自拍棒、三腳架三合一，輕鬆上山攝影 0 負擔！
1,062%
NT$ 1,062,721
person
462
人
集資成功",https://www.zeczec.com/projects/norstar,norstar
"《藝美獎》夢入點陣意非凡，憶因藝美成奇幻｜大學生影音作品競賽
106%
NT$ 26,541
person
18
人
集資成功",https://www.zeczec.com/projects/mediartawards,mediartawards
"你沒吃過的『乾拌麵』三方聯乘企劃：麵蓋拌麵下酒菜 X 重熙老麵Ｘ老貳樓
2,170%
NT$ 108,510
person
89
人
集資成功",https://www.zeczec.com/projects/Migua-noodles,Migua-noodles
"《加拿大西岸深度之旅-附洛磯山脈與自駕露營指南》出版募集計畫
104%
NT$ 156,072
person
110
人
集資成功",https://www.zeczec.com/projects/Westcanada,Westcanada
"【 ATOWAK ETTORE｜超跑藝術系列機械腕錶 】獨家「漫遊小時」指針設計，讓你恣意馳騁於時光賽道，硬漢風範與紳士品味收放自如。
820%
NT$ 820,300
person
41
人
集資成功",https://www.zeczec.com/projects/atowak-ettore,atowak-ettore
"One More Protein｜全球首創【頂級植物蛋白巧克力醬】一瓶滿足無糖、高蛋白、低熱量、零乳糖｜讓不愛運動的你，也能大口吃巧克力
376%
NT$ 188,260
person
153
人
集資成功",https://www.zeczec.com/projects/onemoreprotein,onemoreprotein
"充電更方便騎乘更遠，更低碳的新技術｜打造台灣第一部量產增程式電動機車
144%
NT$ 144,000
person
23
人
集資成功",https://www.zeczec.com/projects/juststar,juststar
"虎年有魚 富貴有餘【 全球首創立體皮雕隨行卡套】｜隨身帶著走，好運跟著來！Part 1
107%
NT$ 43,119
person
16
人
集資成功",https://www.zeczec.com/projects/levanto,levanto
"【霹靂喵-武林貓大會】霹靂布袋戲貓貓手指偶公仔｜整個武林都在你的手中！
171%
NT$ 342,620
person
250
人
集資成功",https://www.zeczec.com/projects/PILI-Meow-Cat-Fight-Championship,PILI-Meow-Cat-Fight-Championship
"【3D晶靓葉黃素】日本專利金盞花葉黃素｜上班族/3C族的晶亮法寶，有助於維持在暗處的視覺，一整天都晶亮有神！
1,844%
NT$ 184,470
person
101
人
集資成功",https://www.zeczec.com/projects/inandoutbio-lutein,inandoutbio-lutein
"【Betula clock】犀牛與鳥鳥的時鐘｜消除時間壓力的療癒時鐘
4,179%
NT$ 41,791
person
27
人
集資成功",https://www.zeczec.com/projects/betula-clock,betula-clock
"【META 拾光膠囊】7 合 1 美麗成分，拾回青春自信。
1,096%
NT$ 1,096,060
person
106
人
集資成功",https://www.zeczec.com/projects/meta,meta
"【 Cinera Edge｜世界第一款 真劇院級 視聽頭顯一體機 】杜比數位 5.1 聲道環繞音效 + 5K Micro OLED 螢幕。讓你感受真正的沈浸式娛樂體驗！
3,731%
NT$ 3,731,200
person
173
人
集資成功",https://www.zeczec.com/projects/cinera-edge,cinera-edge
"16座城市的100種背影 ｜ 底片攝影集《你走過的時間向我迎面而來》
108%
NT$ 270,080
person
137
人
集資成功",https://www.zeczec.com/projects/eliotchen,eliotchen
"【Just Easy！直覺式磁吸3D口罩支架】市面首創，透氣、香氛、收納一次滿足！
831%
NT$ 831,999
person
577
人
集資成功",https://www.zeczec.com/projects/justeasy,justeasy
"音ternational圓夢計畫 | 畢業專題製作
102%
NT$ 10,217
person
10
人
集資成功",https://www.zeczec.com/projects/ternational,ternational
"【 𝘿𝙤𝙬𝙖𝙞 ｜摺摺鍋 】烤箱打開ↀ竟然是電烤盤！1 秒變身『火鍋、串燒、鐵板燒...』變化多多！
1,877%
NT$ 938,580
person
256
人
集資成功",https://www.zeczec.com/projects/dowai,dowai
"《茶貓COOKIE的冒險》台灣與世界茶套組
1,687%
NT$ 168,785
person
94
人
集資成功",https://www.zeczec.com/projects/cookie-cat,cookie-cat
"Mamangan DIY 獵人分享刀｜親自磨刀與編織，體驗遠古布農文化及獵人精神
883%
NT$ 883,314
person
452
人
集資成功",https://www.zeczec.com/projects/mamangan-diy,mamangan-diy
"TRYME 貝殼機 II 革命性「變頻拉提技術」冰熱美容儀 不用上醫美，也能鎖．住．肌．齡！
674%
NT$ 674,280
person
151
人
集資成功",https://www.zeczec.com/projects/tryme,tryme
"【🎀Hello Kitty迷必收】deya凱蒂奧黛麗赫本抗菌5 in 1魔法包🔥法國金牌獎專利🔥
555%
NT$ 555,093
person
289
人
集資成功",https://www.zeczec.com/projects/deya-hello-kitty-5in1,deya-hello-kitty-5in1
"好睡象適壓床｜科學與內涵並俱的跨時代床墊
2,184%
NT$ 2,184,408
person
57
人
集資成功",https://www.zeczec.com/projects/arophant,arophant
"｢Z Coat 秒開風雨衣｣ 一秒打開、兩步著裝、三折自體收納/不只是雨衣，也是時尚單品!
12,579%
NT$ 3,773,974
person
1,695
人
集資成功",https://www.zeczec.com/projects/z-coat,z-coat
